"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","TRA_MODE","Value","Flag and Footnotes"
"2018","Estonia","Number","Total","From 1 to 3 nights","Domestic","Bus, coach","639,167",""
"2018","Estonia","Number","Total","From 1 to 3 nights","Domestic","Motor vehicle","3,166,975",""
"2018","Estonia","Number","Total","From 1 to 3 nights","Domestic","Waterway","23,398","u"
"2018","Estonia","Number","Total","From 1 to 3 nights","Outbound","Total","1,001,429",""
"2018","Estonia","Number","Total","From 1 to 3 nights","Outbound","Air","296,378",""
"2018","Estonia","Number","Total","From 1 to 3 nights","Outbound","Land","436,820",""
"2018","Estonia","Number","Total","From 1 to 3 nights","Outbound","Railways",":",""
"2018","Estonia","Number","Total","From 1 to 3 nights","Outbound","Bus, coach","142,468",""
"2018","Estonia","Number","Total","From 1 to 3 nights","Outbound","Motor vehicle","292,976",""
"2018","Estonia","Number","Total","From 1 to 3 nights","Outbound","Waterway","268,231",""
"2018","Estonia","Number","Total","From 1 to 3 nights","All countries of the world","Total","5,109,432",""
"2018","Estonia","Number","Total","From 1 to 3 nights","All countries of the world","Air","303,877",""
"2018","Estonia","Number","Total","From 1 to 3 nights","All countries of the world","Land","4,513,927",""
"2018","Estonia","Number","Total","From 1 to 3 nights","All countries of the world","Railways","244,461",""
"2018","Estonia","Number","Total","From 1 to 3 nights","All countries of the world","Bus, coach","781,635",""
"2018","Estonia","Number","Total","From 1 to 3 nights","All countries of the world","Motor vehicle","3,459,951",""
"2018","Estonia","Number","Total","From 1 to 3 nights","All countries of the world","Waterway","291,628",""
"2018","Estonia","Number","Total","4 nights or over","Domestic","Total","291,059",""
"2018","Estonia","Number","Total","4 nights or over","Domestic","Air",":","c"
"2018","Estonia","Number","Total","4 nights or over","Domestic","Land","281,724",""
"2018","Estonia","Number","Total","4 nights or over","Domestic","Railways",":","c"
"2018","Estonia","Number","Total","4 nights or over","Domestic","Bus, coach","56,435","u"
"2018","Estonia","Number","Total","4 nights or over","Domestic","Motor vehicle","218,975",""
"2018","Estonia","Number","Total","4 nights or over","Domestic","Waterway",":","c"
"2018","Estonia","Number","Total","4 nights or over","Outbound","Total","1,067,036",""
"2018","Estonia","Number","Total","4 nights or over","Outbound","Air","742,092",""
"2018","Estonia","Number","Total","4 nights or over","Outbound","Land","274,223",""
"2018","Estonia","Number","Total","4 nights or over","Outbound","Railways",":","c"
"2018","Estonia","Number","Total","4 nights or over","Outbound","Bus, coach","82,820",""
"2018","Estonia","Number","Total","4 nights or over","Outbound","Motor vehicle","171,546",""
"2018","Estonia","Number","Total","4 nights or over","Outbound","Waterway","50,721",""
"2018","Estonia","Number","Total","4 nights or over","All countries of the world","Total","1,358,095",""
"2018","Estonia","Number","Total","4 nights or over","All countries of the world","Air","745,972",""
"2018","Estonia","Number","Total","4 nights or over","All countries of the world","Land","555,947",""
"2018","Estonia","Number","Total","4 nights or over","All countries of the world","Railways",":","c"
"2018","Estonia","Number","Total","4 nights or over","All countries of the world","Bus, coach","139,255",""
"2018","Estonia","Number","Total","4 nights or over","All countries of the world","Motor vehicle","390,521",""
"2018","Estonia","Number","Total","4 nights or over","All countries of the world","Waterway","56,177",""
"2018","Estonia","Number","Personal reasons","1 night or over","Domestic","Total","3,953,918",""
"2018","Estonia","Number","Personal reasons","1 night or over","Domestic","Air",":","c"
"2018","Estonia","Number","Personal reasons","1 night or over","Domestic","Land","3,916,167",""
"2018","Estonia","Number","Personal reasons","1 night or over","Domestic","Railways","231,612",""
"2018","Estonia","Number","Personal reasons","1 night or over","Domestic","Bus, coach","598,046",""
"2018","Estonia","Number","Personal reasons","1 night or over","Domestic","Motor vehicle","3,064,554",""
"2018","Estonia","Number","Personal reasons","1 night or over","Domestic","Waterway","26,736","u"
"2018","Estonia","Number","Personal reasons","1 night or over","Outbound","Total","1,566,425",""
"2018","Estonia","Number","Personal reasons","1 night or over","Outbound","Air","734,276",""
"2018","Estonia","Number","Personal reasons","1 night or over","Outbound","Land","560,678",""
"2018","Estonia","Number","Personal reasons","1 night or over","Outbound","Railways",":","c"
"2018","Estonia","Number","Personal reasons","1 night or over","Outbound","Bus, coach","193,376",""
"2018","Estonia","Number","Personal reasons","1 night or over","Outbound","Motor vehicle","349,819",""
"2018","Estonia","Number","Personal reasons","1 night or over","Outbound","Waterway","271,472",""
"2018","Estonia","Number","Personal reasons","1 night or over","All countries of the world","Total","5,520,344",""
"2018","Estonia","Number","Personal reasons","1 night or over","All countries of the world","Air","745,291",""
"2018","Estonia","Number","Personal reasons","1 night or over","All countries of the world","Land","4,476,845",""
"2018","Estonia","Number","Personal reasons","1 night or over","All countries of the world","Railways","246,832",""
"2018","Estonia","Number","Personal reasons","1 night or over","All countries of the world","Bus, coach","791,422",""
"2018","Estonia","Number","Personal reasons","1 night or over","All countries of the world","Motor vehicle","3,414,373",""
"2018","Estonia","Number","Personal reasons","1 night or over","All countries of the world","Waterway","298,208",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Domestic","Total","3,684,154",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Domestic","Air",":","c"
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Domestic","Land","3,655,738",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Domestic","Railways","225,298",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Domestic","Bus, coach","543,248",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Domestic","Motor vehicle","2,865,237",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Domestic","Waterway","21,281","u"
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Outbound","Total","646,343",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Outbound","Air","110,506",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Outbound","Land","308,547",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Outbound","Railways",":",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Outbound","Bus, coach","111,678",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Outbound","Motor vehicle","195,786",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","Outbound","Waterway","227,290",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Total","4,330,497",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Air","117,641",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Land","3,964,285",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Railways","225,298",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Bus, coach","654,926",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Motor vehicle","3,061,023",""
"2018","Estonia","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Waterway","248,571",""
"2018","Estonia","Number","Personal reasons","4 nights or over","Domestic","Total","269,764",""
"2018","Estonia","Number","Personal reasons","4 nights or over","Domestic","Air",":","c"
"2018","Estonia","Number","Personal reasons","4 nights or over","Domestic","Land","260,429",""
"2018","Estonia","Number","Personal reasons","4 nights or over","Domestic","Railways",":","c"
"2018","Estonia","Number","Personal reasons","4 nights or over","Domestic","Bus, coach","54,798","u"
"2018","Estonia","Number","Personal reasons","4 nights or over","Domestic","Motor vehicle","199,317",""
"2018","Estonia","Number","Personal reasons","4 nights or over","Domestic","Waterway",":","c"
"2018","Estonia","Number","Personal reasons","4 nights or over","Outbound","Total","920,082",""
"2018","Estonia","Number","Personal reasons","4 nights or over","Outbound","Air","623,770",""
"2018","Estonia","Number","Personal reasons","4 nights or over","Outbound","Land","252,131",""
"2018","Estonia","Number","Personal reasons","4 nights or over","Outbound","Railways",":","c"
"2018","Estonia","Number","Personal reasons","4 nights or over","Outbound","Bus, coach","81,697",""
"2018","Estonia","Number","Personal reasons","4 nights or over","Outbound","Motor vehicle","154,033",""
"2018","Estonia","Number","Personal reasons","4 nights or over","Outbound","Waterway","44,181","u"
"2018","Estonia","Number","Personal reasons","4 nights or over","All countries of the world","Total","1,189,846",""
"2018","Estonia","Number","Personal reasons","4 nights or over","All countries of the world","Air","627,650",""
"2018","Estonia","Number","Personal reasons","4 nights or over","All countries of the world","Land","512,560",""
"2018","Estonia","Number","Personal reasons","4 nights or over","All countries of the world","Railways",":","c"
