unit,indic_il,deg_urb,sex,age,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
PPS,MED_E,DEG3,T,Y_GE60,DK	18106 	17134 	17389 	17169 	16707 	16477 	15764 b	15231 b	13715 	13552 	12987 	12775 	12324 	11895 	11166 	11292 
PPS,MED_E,DEG3,T,Y_GE60,EA	16598 e	16227 e	16116 e	15583 e	15029 e	15015 e	14854 e	13783 e	13593 e	13251 e	13183 e	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,EA18	16762 e	16390 e	16270 e	15746 e	15029 e	14911 e	14754 e	13658 e	13394 e	13049 	12763 e	11335 e	10721 e	10631 e	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,EA19	16598 e	16227 e	16116 e	15583 e	14888 e	14763 e	14603 e	13450 e	13195 e	12851 	12558 e	11086 e	10538 e	10440 e	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,EE	8501 	8380 	8069 	7175 	6595 b	6301 	6056 b	6016 	5834 	5720 	5026 	4621 	4234 	3705 	3305 	: 
PPS,MED_E,DEG3,T,Y_GE60,EL	8434 	8449 	8525 	8206 	7929 	8623 	9224 b	9351 	10342 	10250 	9719 	8875 	8601 	8625 	8015 	7447 
PPS,MED_E,DEG3,T,Y_GE60,ES	13595 	13225 	13367 	12824 	12698 	12669 	12113 b	11834 	12557 	12474 	11910 b	9486 	8781 	8308 	8228 	: 
PPS,MED_E,DEG3,T,Y_GE60,EU	14643 e	14322 e	14197 e	13627 e	13105 e	12951 e	12831 e	11227 e	10965 e	10820 e	10645 e	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,EU27	14723 e	14402 e	14289 e	13729 e	13201 e	13047 e	12935 e	11317 e	11054 e	10820 	10645 e	9289 e	8598 e	8327 e	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,EU28	14643 e	14322 e	14197 e	13627 e	13105 e	12951 e	12831 e	11227 e	10965 e	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,FI	16923 	16490 	16819 	15987 	15845 	15648 	15423 b	15033 	14587 	13554 	12875 	11881 	11520 	11220 	10522 	: 
PPS,MED_E,DEG3,T,Y_GE60,FR	20405 	20154 	19700 	19274 	18437 	18427 	18191 b	17323 	17053 	15939 	15954 b	13137 	12443 	12713 	11495 	: 
PPS,MED_E,DEG3,T,Y_GE60,HR	7313 	6991 	6793 	6343 	6048 	5792 	5742 b	5549 	5355 	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,HU	7440 	7375 	7453 	7268 	7045 	6733 	6601 b	6398 	6173 	6286 	6083 	5895 	5259 	5166 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,IE	16992 p	15716 	15180 	14705 	14024 	14147 	13795 b	14310 	13764 	13071 	13284 	12053 	11320 	9945 	9013 	8491 
PPS,MED_E,DEG3,T,Y_GE60,IS	: 	: 	20663 	20222 	18449 	18240 	17256 b	16672 	18065 	19962 	18158 	16010 	16006 	14834 	12874 	: 
PPS,MED_E,DEG3,T,Y_GE60,IT	15830 	15606 	15326 	14619 b	13728 	13747 	13636 	14071 	13342 	13066 	12847 	11775 	11218 	11111 	10737 	: 
PPS,MED_E,DEG3,T,Y_GE60,LT	7099 	6923 	6970 	6268 	5846 	5671 	5331 b	5366 	5452 	5376 	4836 	4137 	3507 	3118 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,LU	35298 	34354 	35371 b	31768 	31805 	32941 	29587 b	27005 	26057 	27563 	26052 	25749 	25200 	27401 	25397 	24411 
PPS,MED_E,DEG3,T,Y_GE60,LV	6507 	6019 	6188 	5828 	5533 	5161 	4987 b	5115 	4704 	4228 	3988 	3614 	2982 	3014 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,MK	: 	5071 	4443 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,NL	18277 	17914 	18505 b	18038 	17549 	18187 	17650 b	16889 	19343 	18793 	17371 	13808 	13552 	14070 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,NO	24809 	24336 	25874 	27046 	: 	26085 	24323 b	21557 	20029 	20658 	19589 	17816 	16194 	15599 	14860 	: 
PPS,MED_E,DEG3,T,Y_GE60,PL	9580 	9509 	9344 	8646 	8191 	7809 	7293 b	7122 	6365 	6109 	5874 	5172 	4750 	4596 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,PT	8317 	8460 	8617 	8247 	8081 	7846 	7620 b	7489 	7167 	6947 	6938 	6200 	6127 	5852 	5471 	: 
PPS,MED_E,DEG3,T,Y_GE60,RO	4674 	4247 	3837 	3580 	3499 	3430 	3149 b	3312 	3099 	2817 	2346 	1960 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,RS	4285 	4089 	4085 	3804 	3595 	3953 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,SE	17452 	16180 	17683 	17028 	17452 	16955 	16291 b	15181 	15101 	15277 	14779 b	14260 	13878 	13121 	12019 	: 
PPS,MED_E,DEG3,T,Y_GE60,SI	13226 	12961 	12651 	12998 	12539 	12145 	12141 b	11757 	11347 	12329 	11557 	11083 	10356 	10015 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,SK	10092 	9575 	9659 	9385 	8991 	8693 	8347 b	8001 	7203 	6674 	5549 	4689 	4053 	3472 	: 	: 
PPS,MED_E,DEG3,T,Y_GE60,UK	17704 p	18075 b	17643 	16817 	17398 	16158 	16034 b	14933 	15002 	15440 	15973 	16638 	14200 	13556 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,AT	20701 	21254 	21078 	20291 	19229 	18360 	18685 b	16930 	15847 	16304 	15656 b	15146 	14227 	15219 	14322 	12489 
PPS,MED_E,DEG3,T,Y_GE65,BE	17386 	15995 	16201 	14933 	15103 	14876 	13543 b	12963 	12094 	12745 	11952 	12977 	11412 	11805 	11246 	9969 
PPS,MED_E,DEG3,T,Y_GE65,BG	5107 	5192 	5086 b	4751 	5024 	4051 	3932 b	3887 	3963 	3514 	3159 	2566 	2485 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,CH	22350 	21029 	20986 	20637 	18965 b	17987 	17168 b	15285 	16535 	16117 	16159 	15323 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,CY	12355 	11713 	11908 	11541 	11173 	12370 	12884 b	12036 	10878 	11033 	10749 b	10011 	8894 	7834 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,CZ	10501 	10246 	10340 	9843 	9425 	9356 	8742 b	8271 	7969 	7628 	7945 	7364 	7014 	6588 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,DE	18503 	17689 	17984 	17638 	16958 	16604 	16246 b	15247 	14382 	14714 	14438 	14001 	13290 	13374 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,DK	16779 	16092 	16333 	15864 	15694 	15364 	14597 b	14079 b	12701 	12653 	12459 	11987 	11352 	11036 	10538 	10554 
PPS,MED_E,DEG3,T,Y_GE65,EA	16147 e	15705 e	15700 e	15102 e	14572 e	14616 e	14334 e	13221 e	13032 e	12867 e	12685 e	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,EA18	16308 e	15864 e	15850 e	15263 e	14572 e	14514 e	14237 e	13101 e	12846 e	12674 	12294 	10908 e	10354 e	10253 e	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,EA19	16147 e	15705 e	15700 e	15102 e	14437 e	14373 e	14089 e	12896 e	12654 e	12476 	12092 	10677 e	10178 e	10071 e	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,EE	7915 	7846 	7663 	6952 	6474 b	6128 	5884 b	5819 	5771 	5522 	4831 	4525 	4146 	3612 	3227 	: 
PPS,MED_E,DEG3,T,Y_GE65,EL	8426 	8456 	8554 	8205 	7951 	8656 	9238 b	9230 	10207 	10030 	9588 	8629 	8408 	8391 	7720 	7213 
PPS,MED_E,DEG3,T,Y_GE65,ES	13241 	12844 	13189 	12652 	12639 	12543 	11957 b	11499 	11868 	11909 	11147 b	9154 	8517 	8210 	8028 	: 
PPS,MED_E,DEG3,T,Y_GE65,EU	14338 e	13929 e	13869 e	13286 e	12729 e	12663 e	12385 e	10757 e	10496 e	10425 e	10140 e	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,EU27	14416 e	14007 e	13960 e	13387 e	12824 e	12761 e	12488 e	10844 e	10581 e	10425 	10140 	8854 e	8238 e	7972 e	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,EU28	14338 e	13929 e	13869 e	13286 e	12729 e	12663 e	12385 e	10757 e	10496 e	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,FI	15883 	15624 	16161 	15414 	15259 	15022 	14548 b	13915 	13520 	12464 	11844 	11177 	10809 	10673 	9871 	: 
PPS,MED_E,DEG3,T,Y_GE65,FR	19935 	19647 	19554 	18748 	17669 	17868 	17318 b	16402 	16109 	15570 	15537 b	12370 	12021 	12004 	11083 	: 
PPS,MED_E,DEG3,T,Y_GE65,HR	6995 	6717 	6595 	5983 	5750 	5474 	5477 b	5344 	5112 	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,HU	7213 	7211 	7371 	7214 	6997 	6720 	6533 b	6335 	6071 	6171 	6013 	5782 	5157 	5119 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,IE	16681 p	15403 	14562 	13990 	13862 	13901 	13563 b	13729 	13627 	12852 	12983 	11871 	11217 	9806 	8859 	8388 
PPS,MED_E,DEG3,T,Y_GE65,IS	: 	: 	18571 	18449 	16847 	16352 	15871 b	15584 	17060 	18792 	16822 	14832 	14080 	13597 	12450 	: 
PPS,MED_E,DEG3,T,Y_GE65,IT	15512 	15259 	14894 	14351 b	13379 	13420 	13294 	13571 	13032 	12550 	12383 	11341 	10819 	10757 	10421 	: 
PPS,MED_E,DEG3,T,Y_GE65,LT	6945 	6742 	6773 	6000 	5772 	5662 	5355 b	5364 	5394 	5267 	4694 	3986 	3385 	3053 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,LU	34953 	33840 	35464 b	31964 	31856 	32236 	28724 b	26304 	25642 	27424 	25619 	24624 	23542 	25380 	24156 	24155 
PPS,MED_E,DEG3,T,Y_GE65,LV	6162 	5807 	5912 	5666 	5314 	5026 	4936 b	4998 	4567 	4092 	3799 	3557 	2998 	2996 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,MK	: 	4921 	4303 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,NL	17202 	16947 	17919 b	17199 	17088 	17539 	16925 b	17565 	18955 	18793 	16392 	12722 	12998 	13332 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,NO	23621 	22676 	24448 	25426 	: 	23520 	22609 b	20097 	18897 	19570 	18386 	16479 	14885 	14076 	13553 	: 
PPS,MED_E,DEG3,T,Y_GE65,PL	9497 	9447 	9322 	8418 	8078 	7689 	7128 b	6913 	6236 	5990 	5781 	5160 	4742 	4575 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,PT	8124 	8360 	8545 	8121 	8025 	7768 	7469 b	7146 	6866 	6692 	6834 	6112 	5805 	5629 	5288 	: 
PPS,MED_E,DEG3,T,Y_GE65,RO	4582 	4134 	3716 	3494 	3457 	3360 	3101 b	3209 	2983 	2711 	2229 	1899 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,RS	4362 	4134 	4072 	3758 	3537 	3878 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,SE	15923 	15364 	16385 	15764 	16222 	16155 	15051 b	13925 	13752 	13892 	13340 b	12890 	12472 	11792 	11011 	: 
PPS,MED_E,DEG3,T,Y_GE65,SI	12918 	12503 	12450 	12781 	12214 	11540 	11696 b	11375 	11220 	11983 	11081 	10695 	10071 	9665 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,SK	9921 	9396 	9450 	9064 	8795 	8477 	8077 b	7713 	6956 	6320 	5374 	4552 	3884 	3333 	: 	: 
PPS,MED_E,DEG3,T,Y_GE65,UK	17642 p	17320 b	16990 	16607 	16340 	15884 	15477 b	14109 	14029 	14064 	14413 	14435 	13591 	13284 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,AT	19380 	19716 	19893 	18189 	18401 	17884 	17224 b	15433 	14520 	15903 	15473 b	14285 	13660 	14584 	14096 	12223 
PPS,MED_E,DEG3,T,Y_GE75,BE	15163 	14895 	15713 	14276 	13268 	13698 	13153 b	12963 	12094 u	12599 	11068 u	12353 u	10940 u	10986 u	11553 u	8650 u
PPS,MED_E,DEG3,T,Y_GE75,BG	4844 	4848 	4679 b	4484 	4726 	3869 	3557 b	3640 	3642 	3123 	2947 	2436 	2292 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,CH	19048 	16887 	18803 	16909 	15487 b	14914 	14244 b	14542 	15610 	15194 	15260 	13857 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,CY	10859 	10654 	10853 	10579 	10315 	10845 	11517 b	11266 	9840 	9614 	9746 b	8765 	7993 	7273 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,CZ	9677 	9622 	9584 	9240 	9034 	8942 	8430 b	8034 	7749 	7403 	7805 	7203 	6724 	6255 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,DE	18797 	17587 	18183 	17673 	17491 	16596 	16438 b	15462 	14978 	14834 	16164 	14476 	13020 	12268 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,DK	15716 	14849 	15404 	14640 	14393 	14333 	13497 b	13148 b	12009 	12044 	11603 	11069 	10643 	10036 	9901 	9789 
PPS,MED_E,DEG3,T,Y_GE75,EA	15305 	14904 e	15023 e	14250 e	13860 e	13707 e	13601 e	12530 e	12355 e	12383 e	12316 e	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,EA18	15450 	15049 e	15162 e	14402 e	13860 e	13620 e	13522 e	12432 e	12194 e	12206 e	11960 e	10181 e	9760 e	9498 e	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,EA19	15305 	14904 e	15023 e	14250 e	13732 e	13489 e	13393 e	12267 e	12028 e	12029 e	11764 e	9977 e	9605 e	9344 e	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,EE	7406 	7325 	7254 	6480 	6121 b	5899 	5315 b	5390 	5438 	5018 	4582 	4318 	3935 	3368 	3103 	: 
PPS,MED_E,DEG3,T,Y_GE75,EL	8114 	8253 	8284 	7944 	7557 	8056 	8880 b	8637 	9331 	9490 	8675 	7368 	7469 	7749 	6989 	6152 
PPS,MED_E,DEG3,T,Y_GE75,ES	12305 	12312 	12770 	12221 	12001 	12212 	11486 b	10990 	11515 	11698 	10763 b	8718 	8089 	7710 	7530 	: 
PPS,MED_E,DEG3,T,Y_GE75,EU	13579 	13275 e	13169 e	12485 e	11948 e	11840 e	11695 e	10205 e	9984 e	10026 e	9887 e	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,EU27	13661 	13357 e	13259 e	12585 e	12036 e	11934 e	11794 e	10289 e	10076 e	10026 e	9887 e	8363 e	7911 e	7587 e	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,EU28	13579 	13275 e	13169 e	12485 e	11948 e	11840 e	11695 e	10205 e	9984 e	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,FI	14198 	14369 	14679 	14085 	13561 	13444 	12730 b	12334 	12049 	11382 	10820 	10245 	10017 	9965 	9029 	: 
PPS,MED_E,DEG3,T,Y_GE75,FR	18952 	18455 	18389 	17239 	16432 	16034 	15853 b	15043 	14837 	14886 	15290 b	11472 	11272 	10983 	10373 	: 
PPS,MED_E,DEG3,T,Y_GE75,HR	6264 	6073 	6183 	5352 	5394 	4872 	4859 b	4950 	4522 	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,HU	6917 	7057 	7278 	7232 	6997 	6668 	6491 b	6260 	6043 	6092 	5971 	5685 	5050 	5126 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,IE	14220 p	13645 	13227 	13372 	13119 	13774 	13302 b	13328 	13303 	12451 	12931 	11561 	10708 	9520 	8634 	8061 
PPS,MED_E,DEG3,T,Y_GE75,IS	: 	: 	16434 	16307 	15556 	15429 	14701 b	14389 	14863 	15652 	14817 	13501 	13165 	12549 	11377 	: 
PPS,MED_E,DEG3,T,Y_GE75,IT	14835 	14744 	14278 	13729 b	12900 	12775 	12927 	13112 	12579 	12441 	12097 	11074 	10564 	10410 	10185 	: 
PPS,MED_E,DEG3,T,Y_GE75,LT	6717 	6253 	6666 	5785 	5543 	5397 	5317 b	5298 	5244 	5133 	4433 	3673 	3228 	2845 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,LU	32374 	32346 	35019 b	29799 	30517 	32785 	27475 b	24689 	27314 	27424 	25837 	25859 	24294 	26653 	26723 	25876 
PPS,MED_E,DEG3,T,Y_GE75,LV	5820 	5533 	5707 	5248 	5088 	4937 	4763 b	4842 	4326 	3920 	3638 	3515 	2970 	2955 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,MK	: 	4610 	4215 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,MT	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,NL	15812 	15349 	16231 b	15327 	14859 	15836 	15929 b	16577 u	14845 u	16762 u	: u	: u	12998 u	11799 u	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,NO	20558 	19288 	20613 	20982 	: 	19640 	19255 b	17449 	16707 	16888 	15514 	13750 	12648 	12120 	12034 	: 
PPS,MED_E,DEG3,T,Y_GE75,PL	9488 	9307 	9242 	8397 	8023 	7608 	7105 b	7122 	6322 	5983 	5810 	5208 	4825 	4626 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,PT	7589 	7740 	7932 	7457 	7577 	7285 	7025 b	6621 	6434 	6362 	6301 	5664 	5592 	5129 	4868 	: 
PPS,MED_E,DEG3,T,Y_GE75,RO	4190 	3765 	3484 	3226 	3196 	3154 	2874 b	2845 	2712 	2525 	2088 	1797 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,RS	3661 	3760 	3677 	3379 	3219 	3530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,SE	13909 	13389 	13176 	13728 	13594 	13583 	13051 b	12095 	12049 	12114 	11821 b	11417 	11024 	10627 	10026 	: 
PPS,MED_E,DEG3,T,Y_GE75,SI	12063 	11677 	11635 	11706 	11567 	10642 	11162 b	10621 	10252 	11091 	10558 	9951 	9851 	9242 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,SK	9414 	8755 	9008 	8453 	8269 	7991 	7749 b	7518 	6804 	6049 	5196 	4352 	3659 	3107 	: 	: 
PPS,MED_E,DEG3,T,Y_GE75,UK	14722 p	16018 b	15055 	14966 	14565 	14598 	13623 b	12057 	12651 	12784 	13508 	12113 	11973 	11806 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,AT	21132 	21526 	20846 	19904 	19267 	18585 	18572 b	18514 	17127 	17836 	16892 b	15743 	15576 	14512 	14508 	13194 
PPS,MED_E,DEG3,T,Y_LT18,BE	22031 	21672 	22918 	19900 	19313 	19028 	18486 b	18331 	18032 	18967 	15416 	14424 	15451 	12652 	14034 	13111 
PPS,MED_E,DEG3,T,Y_LT18,BG	4569 	4774 	4014 b	4770 	4487 	3862 	3792 b	4262 	4429 	4883 	4015 	2535 	2559 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,CH	23311 	22970 	23598 	22361 	21418 b	21342 	19825 b	18458 	17499 	17548 	16708 	15823 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,CY	15558 	15215 	14841 	13907 	14469 	16005 	17787 b	16843 	16443 	16698 	15924 b	16142 	14505 	13693 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,CZ	12863 	12359 	12074 	10967 	10177 	10000 	9327 b	8946 	8496 	8488 	8776 	7679 	7197 	6765 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,DE	20606 	19473 	20152 	18497 	17939 	17609 	17381 b	15097 	14652 	15168 	14789 	14808 	13521 	13713 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,DK	20758 	19862 	20930 	19581 	19047 	19729 	18924 b	17702 b	16864 	16434 	16429 	15607 	15418 	14569 	14175 	14582 
PPS,MED_E,DEG3,T,Y_LT18,EA	16892 e	16419 e	16439 e	15614 e	15110 e	15024 e	15175 e	13625 e	13533 e	13663 e	13727 e	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,EA18	17024 e	16565 e	16598 e	15789 e	15110 e	14926 e	15072 	13490 e	13321 e	13467 e	13277 e	12254 e	11531 	11167 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,EA19	16892 e	16419 e	16439 e	15614 e	14974 e	14778 e	14921 	13254 e	13095 e	13253 e	13051 e	11936 e	11281 	10898 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,EE	12221 	11909 	11555 	10145 	9383 b	8470 	7813 b	7497 	7018 	7500 	7234 	6241 	5188 	4364 	3859 	: 
PPS,MED_E,DEG3,T,Y_LT18,EL	6856 	7000 	6911 	7079 	6716 	6432 	7808 b	9980 	10532 	10385 	10238 	9091 	9416 	9751 	9160 	8070 
PPS,MED_E,DEG3,T,Y_LT18,ES	12891 	12086 	11855 	10732 	10166 	10223 	11004 b	10704 	11347 	11985 	11680 b	9639 	8734 	8730 	8578 	: 
PPS,MED_E,DEG3,T,Y_LT18,EU	14617 e	14209 e	14072 e	13404 e	12757 e	12677 e	12703 e	10856 e	10643 e	10783 e	10594 e	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,EU27	14688 e	14284 e	14151 e	13493 e	12853 e	12768 e	12803 	10926 e	10708 e	10783 e	10594 e	9237 e	8652 e	8244 e	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,EU28	14617 e	14209 e	14072 e	13404 e	12757 e	12677 e	12704 	10856 e	10643 e	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,FI	18736 	18132 	18767 	18381 	17653 	18174 	17593 b	17098 	16265 	16219 	15571 	13990 	13646 	13293 	12140 	: 
PPS,MED_E,DEG3,T,Y_LT18,FR	18686 	18535 	18630 	18391 	17640 	17654 	17426 b	15716 	15680 	15593 	15718 b	13386 	13720 	12392 	12575 	: 
PPS,MED_E,DEG3,T,Y_LT18,HR	8451 	7960 	7708 	6960 	6249 	6249 	6147 b	6525 	6447 	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,HU	6980 	6659 	6317 	6242 	5802 	5486 	5690 b	5471 	5219 	5340 	5406 	5266 	4581 	4510 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,IE	18966 p	17519 	16941 	16823 	15217 	14991 	15144 b	14886 	14197 	13890 	15595 	15396 	13424 	12638 	12126 	12358 
PPS,MED_E,DEG3,T,Y_LT18,IS	: 	: 	19633 	18995 	17860 	17121 	16403 b	16232 	15758 	17920 	18417 	17004 	16115 	14952 	14576 	: 
PPS,MED_E,DEG3,T,Y_LT18,IT	14024 	13980 	13501 	13249 b	11922 	11879 	12003 	13314 	12590 	12360 	12549 	11994 	11019 	10675 	10676 	: 
PPS,MED_E,DEG3,T,Y_LT18,LT	8493 	7261 	7258 	6403 	6042 	5599 	5433 b	4774 	5051 	5876 	5602 	4854 	3745 	2994 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,LU	30313 	27778 	26998 b	28216 	26497 	26228 	24321 b	23758 	24088 	25971 	24862 	26231 	25580 	23758 	25283 	24079 
PPS,MED_E,DEG3,T,Y_LT18,LV	9457 	8216 	8165 	6646 	6127 	5160 	4860 b	5063 	5010 	6058 	5860 	4751 	3609 	3354 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,MK	: 	4195 	3839 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,MT	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,NL	20838 	20124 	20407 b	18264 	16656 	17570 	17422 b	14026 	17105 	15890 	14471 	14380 	13774 	12306 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,NO	24223 	23748 	25242 	25748 	: 	23828 	22796 b	22237 	21030 	21592 	21600 	19126 	18392 	17570 	17530 	: 
PPS,MED_E,DEG3,T,Y_LT18,PL	9939 	9581 	8824 	8005 	7491 	7093 	6713 b	6662 	6042 	5979 	5454 	4432 	3875 	3488 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,PT	9751 	9805 	9693 	8497 	8358 	8377 	7893 b	8308 	8114 	7942 	7988 	8181 	7854 	7148 	6659 	: 
PPS,MED_E,DEG3,T,Y_LT18,RO	3665 	3319 	2635 	2305 	2195 	2399 	2264 b	2491 	2417 	2234 	2041 	1815 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,RS	3809 	3860 	3647 	3274 	3056 	3252 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,SE	17930 	17771 	19438 	18958 	18023 	18691 	17542 b	16920 	16189 	16709 	16101 b	14595 	13771 	13151 	12965 	: 
PPS,MED_E,DEG3,T,Y_LT18,SI	15619 	15058 	15168 	14881 	13818 	13951 	13882 b	13214 	12298 	13114 	12827 	11974 	11327 	10739 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,SK	9363 	8917 	8249 	8188 	8122 	8306 	8120 b	7652 	7072 	6730 	5938 	4925 	4019 	3456 	: 	: 
PPS,MED_E,DEG3,T,Y_LT18,UK	16628 p	17045 b	17054 	17415 	16767 	16426 	15915 b	15045 	15683 	16373 	17774 	17900 	17356 	18231 	: 	: 
PPS,MEI_E,DEG1,F,TOTAL,AT	24831 	25913 	25214 	24015 	23480 	22670 	21887 b	22619 	21638 	21735 	20808 b	20186 	19838 	20181 	18355 	17558 
PPS,MEI_E,DEG1,F,TOTAL,BE	20740 	20300 	21175 	20177 	19513 	19303 	18091 b	19016 	18275 	18492 	17849 	17322 	17047 	16443 	15443 	16316 
PPS,MEI_E,DEG1,F,TOTAL,BG	11285 	11707 	9929 b	10212 	9651 	8893 	7852 b	8492 	8433 	7826 	6822 	4378 	4252 	: 	: 	: 
PPS,MEI_E,DEG1,F,TOTAL,CH	31161 	30733 	31509 	31101 	30226 b	29510 	27063 b	26672 	25947 	26859 	26173 	24396 	: 	: 	: 	: 
PPS,MEI_E,DEG1,F,TOTAL,CY	21706 	21772 	21797 	20834 	21958 	22927 	24633 b	23218 	22694 	22674 	22417 b	22449 	19627 	18151 	: 	: 
